product_id,product_name,category,total_stock,avg_cost_price
PROD02437,Small Marble Gloves,Grocery,17,663.69
PROD02438,Unbranded Bamboo Car,Toys,237,146.05
PROD02439,Elegant Wooden Ball,Furniture,223,796.01
PROD02440,Electronic Silk Chicken,Furniture,476,914.75
PROD02441,Intelligent Wooden Ball,Toys,113,590.69
PROD02442,Frozen Silk Hat,Furniture,327,392.49
PROD02443,Refined Bamboo Shirt,Furniture,118,244.8
PROD02444,Bespoke Silk Salad,Grocery,140,821.37
PROD02445,Awesome Rubber Shirt,Electronics,100,944.69
PROD02446,Frozen Wooden Chips,Electronics,80,918.99
PROD02447,Licensed Granite Sausages,Furniture,118,336.75
PROD02448,Awesome Plastic Shoes,Furniture,402,646.55
PROD02449,Practical Wooden Gloves,Electronics,135,572.89
PROD02450,Awesome Bronze Bacon,Electronics,346,948.29
PROD02451,Fantastic Cotton Shirt,Furniture,54,544.15
PROD02452,Unbranded Wooden Hat,Electronics,189,157.99
PROD02453,Luxurious Wooden Computer,Toys,449,770.89
PROD02454,Small Aluminum Keyboard,Electronics,217,47.19
PROD02455,Awesome Rubber Car,Grocery,219,738.69
PROD02456,Licensed Steel Gloves,Grocery,270,767.36
PROD02457,Fresh Steel Gloves,Grocery,444,423.35
PROD02458,Luxurious Marble Pizza,Toys,431,324.65
PROD02459,Licensed Rubber Chicken,Toys,390,903.53
PROD02460,Unbranded Metal Chair,Furniture,38,623.79
PROD02461,Licensed Cotton Bacon,Toys,96,528.95
PROD02462,Sleek Wooden Chicken,Electronics,264,992.29
PROD02463,Intelligent Marble Salad,Toys,394,927.29
PROD02464,Small Silk Towels,Grocery,343,756.95
PROD02465,Frozen Rubber Tuna,Furniture,449,915.45
PROD02466,Frozen Granite Pizza,Grocery,248,871.19
PROD02467,Generic Marble Chicken,Furniture,266,227.05
PROD02468,Sleek Ceramic Ball,Furniture,166,773.55
PROD02469,Fantastic Marble Keyboard,Clothing,199,671.79
PROD02470,Licensed Cotton Ball,Furniture,180,87.09
PROD02471,Fresh Plastic Table,Furniture,71,953.95
PROD02472,Bespoke Gold Hat,Electronics,236,715.59
PROD02473,Refined Aluminum Salad,Toys,132,855.55
PROD02474,Small Cotton Chips,Grocery,237,192.59
PROD02475,Oriental Bamboo Shirt,Grocery,53,934.5
PROD02476,Licensed Granite Bacon,Clothing,16,666.4
PROD02477,Intelligent Rubber Sausages,Grocery,367,72.09
PROD02478,Modern Bamboo Chicken,Furniture,499,265.39
PROD02479,Unbranded Concrete Keyboard,Furniture,334,80.29
PROD02480,Incredible Granite Cheese,Grocery,326,767.55
PROD02481,Refined Rubber Table,Grocery,71,250.35
PROD02482,Handcrafted Granite Chair,Electronics,10,594.79
PROD02483,Elegant Concrete Mouse,Clothing,395,204.79
PROD02484,Tasty Aluminum Soap,Electronics,195,736.19
PROD02485,Intelligent Plastic Table,Grocery,27,671.1
PROD02486,Luxurious Ceramic Pizza,Furniture,449,354.69
PROD02487,Fantastic Cotton Pizza,Toys,176,216.55
PROD02488,Soft Steel Chicken,Furniture,337,264.89
PROD02489,Luxurious Bronze Chair,Furniture,182,459.49
PROD02490,Elegant Silk Fish,Clothing,249,256.09
PROD02491,Tasty Wooden Sausages,Toys,336,793.69
PROD02492,Luxurious Ceramic Table,Electronics,333,243.85
PROD02493,Fresh Bamboo Fish,Toys,255,679.05
PROD02494,Small Gold Soap,Toys,324,959.39
PROD02495,Oriental Wooden Soap,Clothing,370,32.0
PROD02496,Recycled Wooden Computer,Grocery,242,977.89
PROD02497,Handcrafted Ceramic Chips,Furniture,451,910.29
PROD02498,Refined Granite Table,Electronics,342,581.9
PROD02499,Fantastic Marble Bike,Toys,396,756.8
PROD02500,Generic Bamboo Hat,Clothing,281,370.6
PROD02501,Recycled Metal Ball,Furniture,340,368.19
PROD02502,Ergonomic Concrete Ball,Furniture,497,993.49
PROD02503,Oriental Cotton Keyboard,Clothing,452,34.3
PROD02504,Generic Cotton Sausages,Grocery,305,205.39
PROD02505,Practical Rubber Keyboard,Grocery,153,975.49
PROD02506,Tasty Metal Chicken,Furniture,382,76.35
PROD02507,Unbranded Gold Shoes,Grocery,349,785.35
PROD02508,Luxurious Marble Mouse,Clothing,342,916.75
PROD02509,Awesome Aluminum Mouse,Grocery,296,729.29
PROD02510,Bespoke Aluminum Pants,Toys,213,689.69
PROD02511,Soft Granite Cheese,Grocery,372,521.16
PROD02512,Luxurious Rubber Keyboard,Clothing,472,319.79
PROD02513,Tasty Steel Ball,Electronics,351,873.29
PROD02514,Tasty Ceramic Chicken,Grocery,9,669.55
PROD02515,Awesome Cotton Sausages,Clothing,277,575.99
PROD02516,Bespoke Granite Shoes,Clothing,75,796.99
PROD02517,Refined Cotton Pizza,Toys,60,218.29
PROD02518,Handcrafted Plastic Chicken,Grocery,216,519.49
PROD02519,Ergonomic Silk Chips,Electronics,435,326.69
PROD02520,Bespoke Granite Pizza,Grocery,291,794.99
PROD02521,Handmade Wooden Gloves,Electronics,317,49.55
PROD02522,Frozen Concrete Chicken,Furniture,110,259.4
PROD02523,Refined Wooden Chicken,Furniture,474,252.39
PROD02524,Licensed Cotton Tuna,Furniture,218,60.79
PROD02525,Handmade Silk Shirt,Toys,262,358.79
PROD02526,Intelligent Silk Mouse,Toys,343,481.73
PROD02527,Elegant Granite Bike,Toys,133,846.35
PROD02528,Incredible Steel Ball,Furniture,132,78.79
PROD02529,Fantastic Granite Chair,Toys,361,751.09
PROD02530,Modern Silk Ball,Toys,303,763.65
PROD02531,Fresh Cotton Mouse,Furniture,258,844.79
PROD02532,Recycled Marble Keyboard,Clothing,79,429.29
PROD02533,Bespoke Marble Fish,Clothing,450,885.06
PROD02534,Refined Aluminum Ball,Clothing,168,979.2
PROD02535,Fantastic Wooden Soap,Clothing,275,362.05
PROD02536,Gorgeous Bronze Ball,Clothing,327,398.4
PROD02537,Refined Steel Chicken,Clothing,249,76.09
PROD02538,Soft Bronze Pizza,Grocery,343,719.09
PROD02539,Unbranded Steel Shoes,Electronics,66,494.45
PROD02540,Generic Silk Chips,Toys,150,591.4
PROD02541,Electronic Bronze Chair,Grocery,483,826.35
PROD02542,Soft Silk Keyboard,Clothing,459,459.45
PROD02543,Practical Plastic Salad,Clothing,247,503.29
PROD02544,Intelligent Granite Chicken,Grocery,407,533.95
PROD02545,Small Steel Soap,Toys,269,724.29
PROD02546,Recycled Gold Towels,Furniture,472,641.45
PROD02547,Modern Steel Computer,Grocery,323,468.99
PROD02548,Handcrafted Bamboo Bacon,Toys,406,21.05
PROD02549,Licensed Ceramic Pizza,Grocery,141,938.79
PROD02550,Electronic Silk Ball,Furniture,25,505.69
PROD02551,Unbranded Granite Ball,Grocery,168,21.79
PROD02552,Gorgeous Gold Computer,Grocery,496,197.85
PROD02553,Modern Gold Chips,Clothing,308,460.29
PROD02554,Awesome Steel Cheese,Electronics,457,691.45
PROD02555,Rustic Wooden Gloves,Clothing,346,407.19
PROD02556,Recycled Wooden Sausages,Toys,301,461.4
PROD02557,Luxurious Marble Shirt,Grocery,109,750.93
PROD02558,Soft Aluminum Car,Electronics,54,804.79
PROD02559,Licensed Steel Hat,Clothing,30,685.95
PROD02560,Rustic Silk Hat,Toys,198,409.71
PROD02561,Sleek Aluminum Pants,Toys,69,885.85
PROD02562,Refined Ceramic Table,Clothing,307,237.5
PROD02563,Intelligent Bronze Car,Toys,347,154.85
PROD02564,Handcrafted Silk Ball,Toys,212,483.88
PROD02565,Luxurious Wooden Shirt,Furniture,251,364.19
PROD02566,Gorgeous Cotton Table,Furniture,279,42.19
PROD02567,Recycled Cotton Mouse,Electronics,492,508.85
PROD02568,Bespoke Rubber Chicken,Electronics,313,6.45
PROD02569,Handcrafted Gold Ball,Clothing,123,951.6
PROD02570,Elegant Metal Cheese,Grocery,464,905.45
PROD02571,Frozen Marble Chips,Toys,235,588.09
PROD02572,Frozen Aluminum Car,Furniture,242,525.99
PROD02573,Tasty Plastic Bacon,Electronics,77,544.29
PROD02574,Small Marble Shirt,Furniture,374,732.35
PROD02575,Recycled Wooden Car,Clothing,499,323.49
PROD02576,Intelligent Marble Keyboard,Grocery,427,544.79
PROD02577,Bespoke Ceramic Pizza,Toys,217,662.85
PROD02578,Practical Bronze Table,Toys,127,192.15
PROD02579,Unbranded Silk Salad,Toys,409,143.55
PROD02580,Soft Wooden Sausages,Furniture,263,251.2
PROD02581,Bespoke Aluminum Tuna,Furniture,16,753.99
PROD02582,Fresh Concrete Table,Furniture,294,850.09
PROD02583,Practical Steel Bike,Electronics,10,386.85
PROD02584,Tasty Metal Computer,Furniture,293,700.55
PROD02585,Tasty Concrete Keyboard,Furniture,134,315.69
PROD02586,Intelligent Silk Chicken,Grocery,455,852.56
PROD02587,Frozen Plastic Car,Clothing,368,999.49
PROD02588,Frozen Concrete Shoes,Clothing,153,975.75
PROD02589,Elegant Bronze Fish,Electronics,488,558.89
PROD02590,Modern Cotton Mouse,Furniture,496,329.25
PROD02591,Awesome Steel Chair,Electronics,219,210.29
PROD02592,Intelligent Gold Bike,Toys,472,132.15
PROD02593,Fresh Gold Pants,Grocery,360,792.69
PROD02594,Fresh Wooden Keyboard,Toys,258,635.99
PROD02595,Small Marble Mouse,Grocery,219,360.85
PROD02596,Tasty Cotton Chair,Grocery,87,712.29
PROD02597,Frozen Plastic Salad,Grocery,176,439.3
PROD02598,Incredible Marble Mouse,Grocery,295,802.99
PROD02599,Luxurious Granite Gloves,Grocery,24,203.5
PROD02600,Intelligent Cotton Tuna,Electronics,233,133.99
PROD02601,Generic Steel Shirt,Grocery,469,456.78
PROD02602,Modern Concrete Computer,Electronics,281,894.79
PROD02603,Modern Concrete Keyboard,Furniture,232,948.35
PROD02604,Gorgeous Steel Pizza,Clothing,275,254.09
PROD02605,Refined Aluminum Shirt,Clothing,16,618.2
PROD02606,Fantastic Ceramic Keyboard,Grocery,186,433.99
PROD02607,Intelligent Metal Towels,Clothing,163,772.79
PROD02608,Modern Silk Chips,Furniture,131,52.25
PROD02609,Refined Steel Soap,Clothing,431,389.69
PROD02610,Fresh Wooden Salad,Furniture,74,691.19
PROD02611,Intelligent Rubber Shoes,Clothing,187,645.75
PROD02612,Handmade Steel Pizza,Electronics,391,940.59
PROD02613,Gorgeous Aluminum Chicken,Grocery,226,458.89
PROD02614,Soft Plastic Chair,Clothing,202,867.8
PROD02615,Unbranded Metal Salad,Grocery,248,927.49
PROD02616,Frozen Rubber Computer,Furniture,139,313.05
PROD02617,Fantastic Granite Soap,Furniture,84,596.99
PROD02618,Small Gold Mouse,Furniture,28,398.45
PROD02619,Soft Plastic Bike,Furniture,445,996.55
PROD02620,Sleek Bamboo Tuna,Grocery,430,220.16
PROD02621,Unbranded Rubber Tuna,Furniture,127,157.2
PROD02622,Luxurious Gold Tuna,Grocery,244,552.59
PROD02623,Generic Bamboo Keyboard,Electronics,304,476.79
PROD02624,Modern Marble Salad,Furniture,220,860.99
PROD02625,Fresh Metal Bacon,Grocery,15,451.55
PROD02626,Ergonomic Bronze Mouse,Furniture,163,206.59
PROD02627,Rustic Granite Shirt,Electronics,24,683.59
PROD02628,Small Silk Soap,Furniture,387,313.42
PROD02629,Licensed Wooden Salad,Grocery,279,587.79
PROD02630,Unbranded Gold Pants,Toys,91,190.45
PROD02631,Small Metal Chicken,Electronics,288,899.39
PROD02632,Small Granite Fish,Clothing,464,559.39
PROD02633,Elegant Gold Shirt,Toys,231,67.39
PROD02634,Refined Rubber Salad,Electronics,463,968.15
PROD02635,Generic Concrete Chips,Grocery,231,385.39
PROD02636,Incredible Silk Shirt,Electronics,286,935.55
PROD02637,Recycled Silk Chips,Furniture,210,678.7
PROD02638,Rustic Bamboo Mouse,Furniture,231,44.49
PROD02639,Luxurious Plastic Soap,Grocery,397,967.29
PROD02640,Practical Wooden Table,Grocery,380,205.55
PROD02641,Fresh Cotton Towels,Grocery,215,71.6
PROD02642,Electronic Bronze Soap,Toys,188,266.09
PROD02643,Awesome Wooden Keyboard,Electronics,0,974.59
PROD02644,Frozen Aluminum Pants,Clothing,16,821.19
PROD02645,Fantastic Plastic Tuna,Furniture,388,528.65
PROD02646,Modern Aluminum Towels,Furniture,10,811.0
PROD02647,Electronic Gold Gloves,Toys,489,790.55
PROD02648,Handcrafted Bamboo Fish,Furniture,51,248.79
PROD02649,Elegant Metal Shoes,Electronics,330,15.99
PROD02650,Fantastic Gold Chips,Furniture,471,230.85
PROD02651,Refined Bamboo Bacon,Electronics,372,159.6
PROD02652,Awesome Bronze Car,Electronics,339,821.35
PROD02653,Intelligent Ceramic Tuna,Clothing,391,334.59
PROD02654,Ergonomic Aluminum Chair,Clothing,359,329.55
PROD02655,Luxurious Steel Car,Grocery,74,883.62
PROD02656,Sleek Plastic Gloves,Electronics,420,929.55
PROD02657,Refined Silk Ball,Grocery,282,710.19
PROD02658,Frozen Aluminum Towels,Grocery,420,301.89
PROD02659,Fresh Aluminum Table,Toys,181,219.55
PROD02660,Rustic Bronze Ball,Grocery,242,327.89
PROD02661,Awesome Bronze Computer,Furniture,66,612.09
PROD02662,Frozen Bamboo Fish,Toys,467,446.35
PROD02663,Awesome Steel Tuna,Toys,132,797.19
PROD02664,Tasty Ceramic Ball,Furniture,3,391.05
PROD02665,Licensed Cotton Tuna,Grocery,231,706.89
PROD02666,Elegant Metal Hat,Clothing,123,535.93
PROD02667,Unbranded Ceramic Tuna,Grocery,173,85.49
PROD02668,Recycled Marble Fish,Grocery,105,15.49
PROD02669,Handcrafted Rubber Chicken,Electronics,407,311.25
PROD02670,Elegant Gold Car,Furniture,469,611.09
PROD02671,Ergonomic Concrete Chicken,Furniture,291,616.39
PROD02672,Fresh Rubber Towels,Furniture,452,704.39
PROD02673,Rustic Steel Mouse,Grocery,449,77.45
PROD02674,Generic Steel Fish,Clothing,269,154.85
PROD02675,Refined Ceramic Tuna,Electronics,375,778.3
PROD02676,Small Wooden Chair,Grocery,285,599.79
PROD02677,Awesome Marble Bacon,Electronics,116,354.59
PROD02678,Unbranded Marble Chair,Grocery,68,640.29
PROD02679,Unbranded Granite Shirt,Electronics,448,637.6
PROD02680,Handcrafted Aluminum Soap,Electronics,196,674.59
PROD02681,Handcrafted Marble Chips,Toys,148,597.55
PROD02682,Awesome Aluminum Fish,Electronics,57,855.69
PROD02683,Practical Wooden Towels,Toys,420,371.09
PROD02684,Electronic Gold Soap,Furniture,37,930.69
PROD02685,Handcrafted Ceramic Chips,Electronics,371,669.69
PROD02686,Generic Bamboo Computer,Electronics,430,920.69
PROD02687,Incredible Metal Cheese,Toys,421,169.59
PROD02688,Intelligent Rubber Pizza,Grocery,394,83.51
PROD02689,Rustic Wooden Salad,Grocery,227,261.99
PROD02690,Luxurious Wooden Gloves,Clothing,57,282.65
PROD02691,Tasty Rubber Fish,Grocery,264,26.05
PROD02692,Frozen Silk Soap,Electronics,426,548.3
PROD02693,Intelligent Steel Chicken,Electronics,458,400.8
PROD02694,Sleek Plastic Bacon,Furniture,319,934.15
PROD02695,Fresh Cotton Pants,Toys,500,56.99
PROD02696,Oriental Gold Chips,Electronics,284,994.54
PROD02697,Frozen Cotton Salad,Toys,102,197.19
PROD02698,Tasty Granite Gloves,Grocery,425,479.39
PROD02699,Refined Ceramic Sausages,Clothing,127,655.15
PROD02700,Tasty Ceramic Ball,Grocery,445,241.69
PROD02701,Sleek Granite Bacon,Electronics,470,911.59
PROD02702,Ergonomic Metal Ball,Furniture,202,50.8
PROD02703,Practical Gold Chair,Electronics,188,361.79
PROD02704,Licensed Steel Keyboard,Furniture,94,283.59
PROD02705,Soft Metal Mouse,Grocery,17,489.79
PROD02706,Generic Granite Shoes,Electronics,482,805.09
PROD02707,Recycled Metal Shirt,Toys,413,971.29
PROD02708,Tasty Wooden Keyboard,Electronics,361,28.25
PROD02709,Unbranded Granite Chair,Furniture,330,353.39
PROD02710,Modern Metal Fish,Grocery,315,430.89
PROD02711,Incredible Bronze Chair,Toys,420,316.7
PROD02712,Handmade Concrete Computer,Furniture,44,693.09
PROD02713,Incredible Steel Mouse,Grocery,53,890.89
PROD02714,Unbranded Concrete Tuna,Toys,208,948.35
PROD02715,Intelligent Gold Soap,Clothing,370,972.19
PROD02716,Small Silk Sausages,Furniture,190,448.49
PROD02717,Luxurious Gold Pants,Grocery,54,191.75
PROD02718,Unbranded Rubber Bacon,Grocery,488,703.59
PROD02719,Recycled Aluminum Cheese,Furniture,444,431.15
PROD02720,Modern Rubber Fish,Electronics,112,773.35
PROD02721,Incredible Cotton Hat,Furniture,63,291.03
PROD02722,Electronic Metal Table,Electronics,348,460.59
PROD02723,Elegant Aluminum Shirt,Toys,488,813.89
PROD02724,Sleek Gold Shoes,Grocery,438,932.29
PROD02725,Bespoke Marble Mouse,Toys,293,220.79
PROD02726,Small Gold Chips,Grocery,496,890.39
PROD02727,Fresh Ceramic Fish,Grocery,138,253.69
PROD02728,Handmade Wooden Car,Grocery,243,773.15
PROD02729,Soft Wooden Salad,Toys,419,39.3
PROD02730,Luxurious Plastic Gloves,Furniture,149,358.99
PROD02731,Luxurious Bamboo Table,Electronics,108,875.19
PROD02732,Oriental Plastic Car,Furniture,45,729.95
PROD02733,Elegant Granite Pants,Furniture,370,883.19
PROD02734,Rustic Marble Sausages,Toys,233,381.49
PROD02735,Frozen Marble Chips,Electronics,396,700.59
PROD02736,Small Marble Car,Furniture,110,287.19
PROD02737,Refined Gold Bacon,Grocery,255,605.05
PROD02738,Elegant Wooden Fish,Toys,213,598.09
PROD02739,Handcrafted Cotton Mouse,Clothing,336,885.72
PROD02740,Small Cotton Cheese,Clothing,396,572.55
PROD02741,Sleek Silk Tuna,Grocery,454,39.45
PROD02742,Unbranded Silk Keyboard,Furniture,268,232.05
PROD02743,Handmade Silk Car,Clothing,249,454.79
PROD02744,Elegant Silk Chicken,Electronics,253,128.59
PROD02745,Awesome Gold Ball,Electronics,306,444.59
PROD02746,Sleek Rubber Tuna,Furniture,71,13.2
PROD02747,Luxurious Marble Keyboard,Electronics,492,396.55
PROD02748,Tasty Metal Shoes,Grocery,201,436.5
PROD02749,Handmade Plastic Cheese,Toys,390,606.74
PROD02750,Refined Metal Towels,Furniture,158,103.49
PROD02751,Modern Bamboo Chicken,Toys,308,906.39
PROD02752,Recycled Marble Sausages,Electronics,461,361.09
PROD02753,Generic Cotton Sausages,Grocery,18,124.45
PROD02754,Handcrafted Metal Gloves,Grocery,201,611.69
PROD02755,Rustic Concrete Soap,Clothing,398,896.99
PROD02756,Awesome Ceramic Chips,Clothing,277,714.89
PROD02757,Elegant Ceramic Soap,Furniture,59,745.35
PROD02758,Gorgeous Granite Chair,Grocery,5,141.49
PROD02759,Practical Concrete Mouse,Furniture,411,433.02
PROD02760,Generic Metal Computer,Grocery,472,627.59
PROD02761,Modern Marble Sausages,Toys,29,579.59
PROD02762,Practical Ceramic Salad,Furniture,207,659.89
PROD02763,Refined Plastic Pants,Grocery,24,252.99
PROD02764,Fresh Marble Keyboard,Electronics,162,417.75
PROD02765,Generic Granite Bacon,Grocery,187,827.59
PROD02766,Fresh Metal Pizza,Toys,382,242.1
PROD02767,Incredible Concrete Towels,Grocery,242,286.6
PROD02768,Rustic Granite Car,Clothing,196,516.59
PROD02769,Soft Metal Bike,Clothing,370,739.7
PROD02770,Oriental Metal Chair,Furniture,15,986.35
PROD02771,Refined Steel Chips,Toys,389,568.09
PROD02772,Intelligent Cotton Sausages,Clothing,241,865.68
PROD02773,Ergonomic Bronze Hat,Grocery,236,106.7
PROD02774,Recycled Concrete Chips,Furniture,490,858.09
PROD02775,Sleek Silk Sausages,Toys,320,311.65
PROD02776,Licensed Plastic Computer,Grocery,218,733.45
PROD02777,Frozen Bamboo Pizza,Electronics,267,905.89
PROD02778,Unbranded Wooden Bacon,Toys,440,193.99
PROD02779,Ergonomic Metal Pizza,Clothing,407,211.39
PROD02780,Generic Concrete Keyboard,Electronics,81,107.29
PROD02781,Recycled Concrete Bike,Grocery,333,842.5
PROD02782,Rustic Silk Bike,Clothing,260,526.75
PROD02783,Fantastic Rubber Table,Grocery,42,372.59
PROD02784,Rustic Granite Pizza,Electronics,428,906.99
PROD02785,Frozen Aluminum Tuna,Grocery,260,131.59
PROD02786,Fresh Marble Hat,Clothing,14,878.85
PROD02787,Rustic Aluminum Chair,Toys,476,900.3
PROD02788,Ergonomic Marble Bike,Furniture,223,354.8
PROD02789,Fresh Plastic Mouse,Furniture,500,830.89
PROD02790,Soft Steel Chips,Furniture,399,167.85
PROD02791,Ergonomic Cotton Table,Toys,329,107.3
PROD02792,Fresh Plastic Fish,Grocery,258,912.51
PROD02793,Electronic Plastic Chips,Grocery,162,583.29
PROD02794,Generic Rubber Computer,Furniture,95,649.1
PROD02795,Frozen Marble Fish,Electronics,255,485.5
PROD02796,Luxurious Granite Salad,Furniture,319,30.8
PROD02797,Rustic Rubber Keyboard,Furniture,81,959.99
PROD02798,Fresh Granite Car,Electronics,76,479.75
PROD02799,Unbranded Cotton Computer,Furniture,103,275.09
PROD02800,Frozen Bronze Table,Grocery,282,279.29
PROD02801,Unbranded Silk Pants,Clothing,358,447.09
PROD02802,Soft Ceramic Pants,Toys,63,456.3
PROD02803,Awesome Steel Chips,Furniture,124,269.79
PROD02804,Rustic Steel Cheese,Grocery,139,699.29
PROD02805,Soft Cotton Shirt,Furniture,170,481.79
PROD02806,Elegant Gold Cheese,Clothing,79,179.09
PROD02807,Licensed Rubber Bike,Toys,485,395.29
PROD02808,Generic Concrete Mouse,Electronics,238,531.89
PROD02809,Small Cotton Chair,Electronics,89,391.39
PROD02810,Frozen Cotton Mouse,Toys,27,776.59
PROD02811,Handcrafted Cotton Keyboard,Electronics,410,702.4
PROD02812,Recycled Aluminum Shoes,Electronics,445,656.59
PROD02813,Generic Silk Gloves,Furniture,105,981.4
PROD02814,Oriental Ceramic Pizza,Clothing,455,87.5
PROD02815,Bespoke Silk Chair,Toys,217,479.99
PROD02816,Oriental Silk Towels,Electronics,44,828.65
PROD02817,Small Bronze Tuna,Grocery,133,724.39
PROD02818,Rustic Rubber Fish,Toys,143,197.09
PROD02819,Electronic Granite Fish,Toys,483,963.79
PROD02820,Oriental Ceramic Computer,Electronics,9,388.75
PROD02821,Refined Metal Ball,Clothing,454,723.75
PROD02822,Unbranded Granite Cheese,Toys,331,752.15
PROD02823,Handmade Silk Pants,Electronics,456,306.85
PROD02824,Oriental Marble Pants,Furniture,111,420.49
PROD02825,Gorgeous Aluminum Chicken,Furniture,132,821.65
PROD02826,Sleek Silk Table,Furniture,180,326.55
PROD02827,Fresh Bamboo Bacon,Electronics,42,499.19
PROD02828,Oriental Rubber Table,Toys,405,502.59
PROD02829,Luxurious Cotton Gloves,Clothing,18,503.15
PROD02830,Tasty Silk Hat,Grocery,265,975.0
PROD02831,Incredible Ceramic Sausages,Furniture,448,661.55
PROD02832,Sleek Wooden Fish,Grocery,413,829.05
PROD02833,Fantastic Plastic Mouse,Clothing,370,401.65
PROD02834,Recycled Wooden Bacon,Toys,290,789.19
PROD02835,Handmade Bronze Mouse,Clothing,157,837.65
PROD02836,Oriental Granite Soap,Furniture,215,608.05
PROD02837,Gorgeous Steel Fish,Furniture,439,846.5
PROD02838,Modern Steel Mouse,Furniture,362,410.89
PROD02839,Unbranded Plastic Tuna,Clothing,115,163.25
PROD02840,Unbranded Granite Pants,Toys,89,746.89
PROD02841,Fresh Concrete Salad,Clothing,17,381.55
PROD02842,Handmade Steel Hat,Grocery,330,940.05
PROD02843,Ergonomic Rubber Hat,Toys,84,891.85
PROD02844,Oriental Bamboo Shoes,Toys,75,699.45
PROD02845,Licensed Bamboo Sausages,Grocery,337,12.19
PROD02846,Refined Aluminum Towels,Clothing,275,572.89
PROD02847,Recycled Silk Table,Toys,394,238.59
PROD02848,Incredible Cotton Pizza,Electronics,210,863.75
PROD02849,Ergonomic Bamboo Mouse,Grocery,197,937.6
PROD02850,Oriental Granite Cheese,Furniture,66,205.09
PROD02851,Refined Aluminum Hat,Toys,460,518.39
PROD02852,Unbranded Bronze Shirt,Grocery,199,6.25
PROD02853,Handmade Bronze Chips,Electronics,213,251.89
PROD02854,Handmade Aluminum Table,Furniture,228,464.39
PROD02855,Elegant Bamboo Towels,Toys,157,123.72
PROD02856,Sleek Aluminum Salad,Grocery,152,951.89
PROD02857,Fresh Granite Pants,Grocery,108,365.15
PROD02858,Incredible Concrete Towels,Clothing,16,266.6
PROD02859,Unbranded Ceramic Chicken,Furniture,94,578.35
PROD02860,Recycled Granite Towels,Toys,145,852.25
PROD02861,Soft Aluminum Table,Furniture,418,160.35
PROD02862,Recycled Silk Chicken,Clothing,42,608.79
PROD02863,Practical Granite Shirt,Grocery,184,774.49
PROD02864,Small Concrete Fish,Toys,444,482.35
PROD02865,Oriental Ceramic Chips,Toys,66,145.69
PROD02866,Practical Gold Bike,Clothing,121,56.59
PROD02867,Awesome Gold Shirt,Clothing,324,17.79
PROD02868,Elegant Marble Cheese,Clothing,10,337.89
PROD02869,Handmade Rubber Hat,Furniture,498,937.9
PROD02870,Intelligent Metal Salad,Clothing,39,173.15
PROD02871,Licensed Silk Sausages,Toys,419,68.79
PROD02872,Refined Plastic Shoes,Grocery,449,954.75
PROD02873,Unbranded Plastic Bacon,Grocery,42,179.49
PROD02874,Unbranded Concrete Keyboard,Furniture,365,483.29
PROD02875,Frozen Steel Towels,Clothing,495,633.44
PROD02876,Tasty Plastic Bacon,Furniture,274,461.2
PROD02877,Rustic Granite Soap,Clothing,371,254.4
PROD02878,Recycled Aluminum Soap,Furniture,406,276.39
PROD02879,Electronic Ceramic Fish,Furniture,483,744.49
PROD02880,Practical Aluminum Tuna,Toys,152,599.3
PROD02881,Fresh Bamboo Towels,Electronics,165,968.19
PROD02882,Intelligent Concrete Car,Electronics,240,594.0
PROD02883,Recycled Marble Gloves,Electronics,299,691.6
PROD02884,Fresh Granite Car,Toys,330,422.89
PROD02885,Fantastic Metal Towels,Toys,225,940.99
PROD02886,Handcrafted Bamboo Shoes,Furniture,68,675.49
PROD02887,Tasty Wooden Towels,Furniture,34,630.9
PROD02888,Luxurious Steel Cheese,Grocery,336,682.89
PROD02889,Intelligent Cotton Computer,Clothing,354,899.34
PROD02890,Ergonomic Concrete Sausages,Electronics,314,629.19
PROD02891,Tasty Plastic Bike,Grocery,249,167.59
PROD02892,Small Cotton Chair,Furniture,135,891.29
PROD02893,Rustic Metal Salad,Toys,324,455.79
PROD02894,Elegant Wooden Pants,Electronics,143,444.09
PROD02895,Fantastic Silk Chair,Clothing,346,222.19
PROD02896,Elegant Plastic Chair,Clothing,223,393.05
PROD02897,Unbranded Plastic Bacon,Furniture,351,183.65
PROD02898,Small Cotton Bacon,Electronics,121,732.05
PROD02899,Frozen Bronze Keyboard,Grocery,454,437.2
PROD02900,Generic Silk Mouse,Clothing,333,689.09
PROD02901,Handmade Cotton Chicken,Toys,450,491.79
PROD02902,Sleek Bamboo Gloves,Electronics,499,470.3
PROD02903,Incredible Bamboo Ball,Furniture,334,346.43
PROD02904,Frozen Steel Bacon,Toys,223,958.45
PROD02905,Frozen Cotton Keyboard,Electronics,118,524.89
PROD02906,Refined Wooden Pizza,Toys,222,661.89
PROD02907,Soft Bamboo Mouse,Grocery,467,161.39
PROD02908,Intelligent Rubber Soap,Grocery,286,628.69
PROD02909,Oriental Bamboo Ball,Clothing,322,143.69
PROD02910,Practical Steel Shirt,Electronics,473,93.7
PROD02911,Recycled Granite Tuna,Electronics,103,385.25
PROD02912,Luxurious Steel Chips,Toys,435,457.49
PROD02913,Generic Granite Gloves,Electronics,208,205.3
PROD02914,Frozen Silk Bike,Clothing,486,203.75
PROD02915,Modern Granite Towels,Toys,271,744.69
PROD02916,Elegant Wooden Computer,Clothing,313,179.09
