product_id,product_name,category,cost_price,stock_quantity
PROD02666,Elegant Metal Hat,Clothing,535.93,123
PROD02667,Unbranded Ceramic Tuna,Grocery,85.49,173
PROD02668,Recycled Marble Fish,Grocery,15.49,105
PROD02669,Handcrafted Rubber Chicken,Electronics,311.25,407
PROD02670,Elegant Gold Car,Furniture,611.09,469
PROD02671,Ergonomic Concrete Chicken,Furniture,616.39,291
PROD02672,Fresh Rubber Towels,Furniture,704.39,452
PROD02673,Rustic Steel Mouse,Grocery,77.45,449
PROD02674,Generic Steel Fish,Clothing,154.85,269
PROD02675,Refined Ceramic Tuna,Electronics,778.30,375
PROD02676,Small Wooden Chair,Grocery,599.79,285
PROD02677,Awesome Marble Bacon,Electronics,354.59,116
PROD02678,Unbranded Marble Chair,Grocery,640.29,68
PROD02679,Unbranded Granite Shirt,Electronics,637.60,448
PROD02680,Handcrafted Aluminum Soap,Electronics,674.59,196
PROD02681,Handcrafted Marble Chips,Toys,597.55,148
PROD02682,Awesome Aluminum Fish,Electronics,855.69,57
PROD02683,Practical Wooden Towels,Toys,371.09,420
PROD02684,Electronic Gold Soap,Furniture,930.69,37
PROD02685,Handcrafted Ceramic Chips,Electronics,669.69,371
PROD02686,Generic Bamboo Computer,Electronics,920.69,430
PROD02687,Incredible Metal Cheese,Toys,169.59,421
PROD02688,Intelligent Rubber Pizza,Grocery,83.51,394
PROD02689,Rustic Wooden Salad,Grocery,261.99,227
PROD02690,Luxurious Wooden Gloves,Clothing,282.65,57
PROD02691,Tasty Rubber Fish,Grocery,26.05,264
PROD02692,Frozen Silk Soap,Electronics,548.30,426
PROD02693,Intelligent Steel Chicken,Electronics,400.80,458
PROD02694,Sleek Plastic Bacon,Furniture,934.15,319
PROD02695,Fresh Cotton Pants,Toys,56.99,500
PROD02696,Oriental Gold Chips,Electronics,994.54,284
PROD02697,Frozen Cotton Salad,Toys,197.19,102
PROD02698,Tasty Granite Gloves,Grocery,479.39,425
PROD02699,Refined Ceramic Sausages,Clothing,655.15,127
PROD02700,Tasty Ceramic Ball,Grocery,241.69,445
PROD02701,Sleek Granite Bacon,Electronics,911.59,470
PROD02702,Ergonomic Metal Ball,Furniture,50.80,202
PROD02703,Practical Gold Chair,Electronics,361.79,188
PROD02704,Licensed Steel Keyboard,Furniture,283.59,94
PROD02705,Soft Metal Mouse,Grocery,489.79,17
PROD02706,Generic Granite Shoes,Electronics,805.09,482
PROD02707,Recycled Metal Shirt,Toys,971.29,413
PROD02708,Tasty Wooden Keyboard,Electronics,28.25,361
PROD02709,Unbranded Granite Chair,Furniture,353.39,330
PROD02710,Modern Metal Fish,Grocery,430.89,315
PROD02711,Incredible Bronze Chair,Toys,316.70,420
PROD02712,Handmade Concrete Computer,Furniture,693.09,44
PROD02713,Incredible Steel Mouse,Grocery,890.89,53
PROD02714,Unbranded Concrete Tuna,Toys,948.35,208
PROD02715,Intelligent Gold Soap,Clothing,972.19,370
PROD02716,Small Silk Sausages,Furniture,448.49,190
PROD02717,Luxurious Gold Pants,Grocery,191.75,54
PROD02718,Unbranded Rubber Bacon,Grocery,703.59,488
PROD02719,Recycled Aluminum Cheese,Furniture,431.15,444
PROD02720,Modern Rubber Fish,Electronics,773.35,112
PROD02721,Incredible Cotton Hat,Furniture,291.03,63
PROD02722,Electronic Metal Table,Electronics,460.59,348
PROD02723,Elegant Aluminum Shirt,Toys,813.89,488
PROD02724,Sleek Gold Shoes,Grocery,932.29,438
PROD02725,Bespoke Marble Mouse,Toys,220.79,293
PROD02726,Small Gold Chips,Grocery,890.39,496
PROD02727,Fresh Ceramic Fish,Grocery,253.69,138
PROD02728,Handmade Wooden Car,Grocery,773.15,243
PROD02729,Soft Wooden Salad,Toys,39.30,419
PROD02730,Luxurious Plastic Gloves,Furniture,358.99,149
PROD02731,Luxurious Bamboo Table,Electronics,875.19,108
PROD02732,Oriental Plastic Car,Furniture,729.95,45
PROD02733,Elegant Granite Pants,Furniture,883.19,370
PROD02734,Rustic Marble Sausages,Toys,381.49,233
PROD02735,Frozen Marble Chips,Electronics,700.59,396
PROD02736,Small Marble Car,Furniture,287.19,110
PROD02737,Refined Gold Bacon,Grocery,605.05,255
PROD02738,Elegant Wooden Fish,Toys,598.09,213
PROD02739,Handcrafted Cotton Mouse,Clothing,885.72,336
PROD02740,Small Cotton Cheese,Clothing,572.55,396
PROD02741,Sleek Silk Tuna,Grocery,39.45,454
PROD02742,Unbranded Silk Keyboard,Furniture,232.05,268
PROD02743,Handmade Silk Car,Clothing,454.79,249
PROD02744,Elegant Silk Chicken,Electronics,128.59,253
PROD02745,Awesome Gold Ball,Electronics,444.59,306
PROD02746,Sleek Rubber Tuna,Furniture,13.20,71
PROD02747,Luxurious Marble Keyboard,Electronics,396.55,492
PROD02748,Tasty Metal Shoes,Grocery,436.50,201
PROD02749,Handmade Plastic Cheese,Toys,606.74,390
PROD02750,Refined Metal Towels,Furniture,103.49,158
PROD02751,Modern Bamboo Chicken,Toys,906.39,308
PROD02752,Recycled Marble Sausages,Electronics,361.09,461
PROD02753,Generic Cotton Sausages,Grocery,124.45,18
PROD02754,Handcrafted Metal Gloves,Grocery,611.69,201
PROD02755,Rustic Concrete Soap,Clothing,896.99,398
PROD02756,Awesome Ceramic Chips,Clothing,714.89,277
PROD02757,Elegant Ceramic Soap,Furniture,745.35,59
PROD02758,Gorgeous Granite Chair,Grocery,141.49,5
PROD02759,Practical Concrete Mouse,Furniture,433.02,411
PROD02760,Generic Metal Computer,Grocery,627.59,472
PROD02761,Modern Marble Sausages,Toys,579.59,29
PROD02762,Practical Ceramic Salad,Furniture,659.89,207
PROD02763,Refined Plastic Pants,Grocery,252.99,24
PROD02764,Fresh Marble Keyboard,Electronics,417.75,162
PROD02765,Generic Granite Bacon,Grocery,827.59,187
PROD02766,Fresh Metal Pizza,Toys,242.10,382
PROD02767,Incredible Concrete Towels,Grocery,286.60,242
PROD02768,Rustic Granite Car,Clothing,516.59,196
PROD02769,Soft Metal Bike,Clothing,739.70,370
PROD02770,Oriental Metal Chair,Furniture,986.35,15
PROD02771,Refined Steel Chips,Toys,568.09,389
PROD02772,Intelligent Cotton Sausages,Clothing,865.68,241
PROD02773,Ergonomic Bronze Hat,Grocery,106.70,236
PROD02774,Recycled Concrete Chips,Furniture,858.09,490
PROD02775,Sleek Silk Sausages,Toys,311.65,320
PROD02776,Licensed Plastic Computer,Grocery,733.45,218
PROD02777,Frozen Bamboo Pizza,Electronics,905.89,267
PROD02778,Unbranded Wooden Bacon,Toys,193.99,440
PROD02779,Ergonomic Metal Pizza,Clothing,211.39,407
PROD02780,Generic Concrete Keyboard,Electronics,107.29,81
PROD02781,Recycled Concrete Bike,Grocery,842.50,333
PROD02782,Rustic Silk Bike,Clothing,526.75,260
PROD02783,Fantastic Rubber Table,Grocery,372.59,42
PROD02784,Rustic Granite Pizza,Electronics,906.99,428
PROD02785,Frozen Aluminum Tuna,Grocery,131.59,260
PROD02786,Fresh Marble Hat,Clothing,878.85,14
PROD02787,Rustic Aluminum Chair,Toys,900.30,476
PROD02788,Ergonomic Marble Bike,Furniture,354.80,223
PROD02789,Fresh Plastic Mouse,Furniture,830.89,500
PROD02790,Soft Steel Chips,Furniture,167.85,399
PROD02791,Ergonomic Cotton Table,Toys,107.30,329
PROD02792,Fresh Plastic Fish,Grocery,912.51,258
PROD02793,Electronic Plastic Chips,Grocery,583.29,162
PROD02794,Generic Rubber Computer,Furniture,649.10,95
PROD02795,Frozen Marble Fish,Electronics,485.50,255
PROD02796,Luxurious Granite Salad,Furniture,30.80,319
PROD02797,Rustic Rubber Keyboard,Furniture,959.99,81
PROD02798,Fresh Granite Car,Electronics,479.75,76
PROD02799,Unbranded Cotton Computer,Furniture,275.09,103
PROD02800,Frozen Bronze Table,Grocery,279.29,282
PROD02801,Unbranded Silk Pants,Clothing,447.09,358
PROD02802,Soft Ceramic Pants,Toys,456.30,63
PROD02803,Awesome Steel Chips,Furniture,269.79,124
PROD02804,Rustic Steel Cheese,Grocery,699.29,139
PROD02805,Soft Cotton Shirt,Furniture,481.79,170
PROD02806,Elegant Gold Cheese,Clothing,179.09,79
PROD02807,Licensed Rubber Bike,Toys,395.29,485
PROD02808,Generic Concrete Mouse,Electronics,531.89,238
PROD02809,Small Cotton Chair,Electronics,391.39,89
PROD02810,Frozen Cotton Mouse,Toys,776.59,27
PROD02811,Handcrafted Cotton Keyboard,Electronics,702.40,410
PROD02812,Recycled Aluminum Shoes,Electronics,656.59,445
PROD02813,Generic Silk Gloves,Furniture,981.40,105
PROD02814,Oriental Ceramic Pizza,Clothing,87.50,455
PROD02815,Bespoke Silk Chair,Toys,479.99,217
PROD02816,Oriental Silk Towels,Electronics,828.65,44
PROD02817,Small Bronze Tuna,Grocery,724.39,133
PROD02818,Rustic Rubber Fish,Toys,197.09,143
PROD02819,Electronic Granite Fish,Toys,963.79,483
PROD02820,Oriental Ceramic Computer,Electronics,388.75,9
PROD02821,Refined Metal Ball,Clothing,723.75,454
PROD02822,Unbranded Granite Cheese,Toys,752.15,331
PROD02823,Handmade Silk Pants,Electronics,306.85,456
PROD02824,Oriental Marble Pants,Furniture,420.49,111
PROD02825,Gorgeous Aluminum Chicken,Furniture,821.65,132
PROD02826,Sleek Silk Table,Furniture,326.55,180
PROD02827,Fresh Bamboo Bacon,Electronics,499.19,42
PROD02828,Oriental Rubber Table,Toys,502.59,405
PROD02829,Luxurious Cotton Gloves,Clothing,503.15,18
PROD02830,Tasty Silk Hat,Grocery,975.00,265
PROD02831,Incredible Ceramic Sausages,Furniture,661.55,448
PROD02832,Sleek Wooden Fish,Grocery,829.05,413
PROD02833,Fantastic Plastic Mouse,Clothing,401.65,370
PROD02834,Recycled Wooden Bacon,Toys,789.19,290
PROD02835,Handmade Bronze Mouse,Clothing,837.65,157
PROD02836,Oriental Granite Soap,Furniture,608.05,215
PROD02837,Gorgeous Steel Fish,Furniture,846.50,439
PROD02838,Modern Steel Mouse,Furniture,410.89,362
PROD02839,Unbranded Plastic Tuna,Clothing,163.25,115
PROD02840,Unbranded Granite Pants,Toys,746.89,89
PROD02841,Fresh Concrete Salad,Clothing,381.55,17
PROD02842,Handmade Steel Hat,Grocery,940.05,330
PROD02843,Ergonomic Rubber Hat,Toys,891.85,84
PROD02844,Oriental Bamboo Shoes,Toys,699.45,75
PROD02845,Licensed Bamboo Sausages,Grocery,12.19,337
PROD02846,Refined Aluminum Towels,Clothing,572.89,275
PROD02847,Recycled Silk Table,Toys,238.59,394
PROD02848,Incredible Cotton Pizza,Electronics,863.75,210
PROD02849,Ergonomic Bamboo Mouse,Grocery,937.60,197
PROD02850,Oriental Granite Cheese,Furniture,205.09,66
PROD02851,Refined Aluminum Hat,Toys,518.39,460
PROD02852,Unbranded Bronze Shirt,Grocery,6.25,199
PROD02853,Handmade Bronze Chips,Electronics,251.89,213
PROD02854,Handmade Aluminum Table,Furniture,464.39,228
PROD02855,Elegant Bamboo Towels,Toys,123.72,157
PROD02856,Sleek Aluminum Salad,Grocery,951.89,152
PROD02857,Fresh Granite Pants,Grocery,365.15,108
PROD02858,Incredible Concrete Towels,Clothing,266.60,16
PROD02859,Unbranded Ceramic Chicken,Furniture,578.35,94
PROD02860,Recycled Granite Towels,Toys,852.25,145
PROD02861,Soft Aluminum Table,Furniture,160.35,418
PROD02862,Recycled Silk Chicken,Clothing,608.79,42
PROD02863,Practical Granite Shirt,Grocery,774.49,184
PROD02864,Small Concrete Fish,Toys,482.35,444
PROD02865,Oriental Ceramic Chips,Toys,145.69,66
PROD02866,Practical Gold Bike,Clothing,56.59,121
PROD02867,Awesome Gold Shirt,Clothing,17.79,324
PROD02868,Elegant Marble Cheese,Clothing,337.89,10
PROD02869,Handmade Rubber Hat,Furniture,937.90,498
PROD02870,Intelligent Metal Salad,Clothing,173.15,39
PROD02871,Licensed Silk Sausages,Toys,68.79,419
PROD02872,Refined Plastic Shoes,Grocery,954.75,449
PROD02873,Unbranded Plastic Bacon,Grocery,179.49,42
PROD02874,Unbranded Concrete Keyboard,Furniture,483.29,365
PROD02875,Frozen Steel Towels,Clothing,633.44,495
PROD02876,Tasty Plastic Bacon,Furniture,461.20,274
PROD02877,Rustic Granite Soap,Clothing,254.40,371
PROD02878,Recycled Aluminum Soap,Furniture,276.39,406
PROD02879,Electronic Ceramic Fish,Furniture,744.49,483
PROD02880,Practical Aluminum Tuna,Toys,599.30,152
PROD02881,Fresh Bamboo Towels,Electronics,968.19,165
PROD02882,Intelligent Concrete Car,Electronics,594.00,240
PROD02883,Recycled Marble Gloves,Electronics,691.60,299
PROD02884,Fresh Granite Car,Toys,422.89,330
PROD02885,Fantastic Metal Towels,Toys,940.99,225
PROD02886,Handcrafted Bamboo Shoes,Furniture,675.49,68
PROD02887,Tasty Wooden Towels,Furniture,630.90,34
PROD02888,Luxurious Steel Cheese,Grocery,682.89,336
PROD02889,Intelligent Cotton Computer,Clothing,899.34,354
PROD02890,Ergonomic Concrete Sausages,Electronics,629.19,314
PROD02891,Tasty Plastic Bike,Grocery,167.59,249
PROD02892,Small Cotton Chair,Furniture,891.29,135
PROD02893,Rustic Metal Salad,Toys,455.79,324
PROD02894,Elegant Wooden Pants,Electronics,444.09,143
PROD02895,Fantastic Silk Chair,Clothing,222.19,346
PROD02896,Elegant Plastic Chair,Clothing,393.05,223
PROD02897,Unbranded Plastic Bacon,Furniture,183.65,351
PROD02898,Small Cotton Bacon,Electronics,732.05,121
PROD02899,Frozen Bronze Keyboard,Grocery,437.20,454
PROD02900,Generic Silk Mouse,Clothing,689.09,333
PROD02901,Handmade Cotton Chicken,Toys,491.79,450
PROD02902,Sleek Bamboo Gloves,Electronics,470.30,499
PROD02903,Incredible Bamboo Ball,Furniture,346.43,334
PROD02904,Frozen Steel Bacon,Toys,958.45,223
PROD02905,Frozen Cotton Keyboard,Electronics,524.89,118
PROD02906,Refined Wooden Pizza,Toys,661.89,222
PROD02907,Soft Bamboo Mouse,Grocery,161.39,467
PROD02908,Intelligent Rubber Soap,Grocery,628.69,286
PROD02909,Oriental Bamboo Ball,Clothing,143.69,322
PROD02910,Practical Steel Shirt,Electronics,93.70,473
PROD02911,Recycled Granite Tuna,Electronics,385.25,103
PROD02912,Luxurious Steel Chips,Toys,457.49,435
PROD02913,Generic Granite Gloves,Electronics,205.30,208
PROD02914,Frozen Silk Bike,Clothing,203.75,486
PROD02915,Modern Granite Towels,Toys,744.69,271
PROD02916,Elegant Wooden Computer,Clothing,179.09,313
PROD02917,Handmade Concrete Car,Electronics,922.79,163
PROD02918,Refined Bamboo Chair,Toys,143.63,224
PROD02919,Awesome Aluminum Chair,Furniture,29.25,473
PROD02920,Licensed Marble Shirt,Clothing,380.29,336
PROD02921,Recycled Silk Pants,Electronics,723.69,122
PROD02922,Luxurious Ceramic Table,Grocery,380.35,243
PROD02923,Intelligent Gold Soap,Grocery,687.15,385
PROD02924,Bespoke Steel Soap,Electronics,617.75,160
PROD02925,Recycled Concrete Soap,Grocery,453.79,5
PROD02926,Sleek Granite Car,Furniture,82.79,180
PROD02927,Ergonomic Metal Towels,Furniture,770.95,111
PROD02928,Bespoke Wooden Chicken,Clothing,890.59,113
PROD02929,Recycled Wooden Mouse,Toys,40.55,186
PROD02930,Bespoke Bamboo Table,Furniture,510.99,440
PROD02931,Tasty Bamboo Pizza,Furniture,534.95,430
PROD02932,Practical Silk Salad,Grocery,728.05,65
PROD02933,Small Cotton Sausages,Electronics,616.75,108
PROD02934,Fresh Silk Pizza,Furniture,783.74,408
PROD02935,Handcrafted Steel Sausages,Clothing,30.79,6
PROD02936,Elegant Metal Soap,Electronics,915.59,40
PROD02937,Elegant Silk Mouse,Clothing,311.05,94
PROD02938,Frozen Marble Table,Clothing,798.20,352
PROD02939,Licensed Aluminum Cheese,Toys,53.95,270
PROD02940,Sleek Silk Table,Grocery,466.20,144
PROD02941,Handmade Marble Mouse,Electronics,865.67,430
PROD02942,Fresh Gold Chair,Electronics,31.95,292
PROD02943,Tasty Steel Table,Grocery,485.05,407
PROD02944,Modern Ceramic Keyboard,Electronics,796.09,48
PROD02945,Recycled Metal Cheese,Electronics,934.69,77
PROD02946,Sleek Metal Car,Toys,225.39,310
PROD02947,Oriental Bamboo Keyboard,Clothing,927.39,461
PROD02948,Awesome Gold Car,Electronics,779.69,408
PROD02949,Unbranded Bamboo Bike,Furniture,369.89,265
PROD02950,Intelligent Ceramic Chair,Furniture,771.89,273
PROD02951,Recycled Wooden Table,Clothing,914.89,464
PROD02952,Fresh Steel Sausages,Clothing,875.59,228
PROD02953,Soft Bamboo Towels,Clothing,391.10,261
PROD02954,Oriental Marble Gloves,Electronics,114.39,147
PROD02955,Tasty Granite Pants,Grocery,344.95,411
PROD02956,Handmade Concrete Keyboard,Furniture,753.69,346
PROD02957,Sleek Bamboo Chips,Grocery,394.45,116
PROD02958,Ergonomic Silk Chair,Furniture,669.15,385
PROD02959,Soft Granite Fish,Grocery,234.96,390
PROD02960,Electronic Steel Shirt,Grocery,710.25,395
PROD02961,Awesome Wooden Table,Toys,80.55,45
PROD02962,Sleek Gold Tuna,Furniture,110.29,248
PROD02963,Licensed Ceramic Tuna,Electronics,276.19,45
PROD02964,Oriental Marble Table,Clothing,742.45,255
PROD02965,Generic Gold Chips,Clothing,753.50,316
PROD02966,Ergonomic Granite Chair,Toys,942.45,266
PROD02967,Frozen Steel Shirt,Toys,445.85,73
PROD02968,Modern Gold Keyboard,Electronics,248.29,396
PROD02969,Generic Wooden Chips,Electronics,493.09,57
PROD02970,Unbranded Marble Shoes,Grocery,862.29,386
PROD02971,Gorgeous Bamboo Table,Clothing,381.69,358
PROD02972,Awesome Bamboo Gloves,Furniture,129.85,397
PROD02973,Sleek Wooden Chicken,Electronics,96.09,443
PROD02974,Elegant Wooden Mouse,Grocery,13.95,228
PROD02975,Fresh Silk Gloves,Furniture,491.89,167
PROD02976,Rustic Cotton Fish,Toys,472.19,423
PROD02977,Rustic Ceramic Tuna,Toys,798.99,500
PROD02978,Unbranded Marble Fish,Clothing,364.39,352
PROD02979,Gorgeous Wooden Chicken,Grocery,947.35,408
PROD02980,Recycled Metal Shirt,Furniture,232.59,467
PROD02981,Unbranded Ceramic Pants,Toys,846.69,45
PROD02982,Modern Marble Pants,Clothing,386.49,9
PROD02983,Luxurious Rubber Table,Toys,970.45,493
PROD02984,Modern Granite Soap,Electronics,268.09,117
PROD02985,Handmade Bamboo Bike,Electronics,867.40,209
PROD02986,Bespoke Cotton Towels,Grocery,939.05,287
PROD02987,Modern Wooden Chair,Grocery,930.19,269
PROD02988,Licensed Rubber Computer,Furniture,842.63,123
PROD02989,Small Gold Table,Grocery,191.59,73
PROD02990,Tasty Metal Chair,Toys,502.05,73
PROD02991,Fantastic Plastic Soap,Grocery,639.29,297
PROD02992,Tasty Concrete Shoes,Electronics,370.89,493
PROD02993,Licensed Bronze Tuna,Furniture,121.19,68
PROD02994,Sleek Rubber Sausages,Grocery,629.66,202
PROD02995,Oriental Rubber Towels,Electronics,470.29,95
PROD02996,Soft Cotton Pizza,Clothing,737.19,245
PROD02997,Refined Bronze Bike,Electronics,988.40,446
PROD02998,Handmade Bamboo Soap,Clothing,695.19,253
PROD02999,Sleek Concrete Cheese,Electronics,78.45,438
PROD03000,Refined Aluminum Car,Clothing,702.39,19
PROD03001,Ergonomic Aluminum Gloves,Electronics,177.21,311
PROD03002,Small Ceramic Cheese,Electronics,628.70,350
PROD03003,Incredible Granite Chair,Toys,379.39,155
PROD03004,Unbranded Gold Cheese,Clothing,951.50,42
PROD03005,Frozen Rubber Shirt,Furniture,736.99,390
PROD03006,Luxurious Silk Keyboard,Electronics,875.65,95
PROD03007,Awesome Ceramic Chips,Toys,839.50,12
PROD03008,Electronic Bamboo Pizza,Grocery,436.59,290
PROD03009,Frozen Cotton Cheese,Toys,910.99,383
PROD03010,Refined Wooden Car,Electronics,718.09,119
PROD03011,Frozen Cotton Mouse,Clothing,233.09,59
PROD03012,Fantastic Gold Computer,Electronics,103.90,242
PROD03013,Electronic Silk Keyboard,Clothing,727.99,4
PROD03014,Intelligent Concrete Soap,Toys,430.49,24
PROD03015,Refined Steel Towels,Grocery,947.29,170
PROD03016,Fresh Marble Bacon,Furniture,455.09,281
PROD03017,Handcrafted Concrete Keyboard,Toys,185.39,167
PROD03018,Generic Metal Mouse,Electronics,675.09,147
PROD03019,Licensed Bamboo Ball,Clothing,401.09,78
PROD03020,Elegant Wooden Sausages,Electronics,319.95,6
PROD03021,Luxurious Metal Bacon,Clothing,671.09,352
PROD03022,Soft Wooden Mouse,Clothing,661.68,46
PROD03023,Intelligent Bronze Tuna,Toys,428.39,87
PROD03024,Refined Gold Fish,Toys,193.90,201
PROD03025,Generic Steel Chicken,Electronics,825.07,405
PROD03026,Handcrafted Cotton Shirt,Electronics,435.29,293
PROD03027,Soft Rubber Sausages,Clothing,259.29,189
PROD03028,Sleek Gold Cheese,Furniture,205.09,318
PROD03029,Electronic Steel Shirt,Furniture,14.82,128
PROD03030,Refined Plastic Ball,Electronics,623.35,181
PROD03031,Electronic Silk Pizza,Grocery,425.27,361
PROD03032,Practical Granite Pants,Electronics,257.92,406
PROD03033,Bespoke Silk Computer,Electronics,837.45,317
PROD03034,Ergonomic Plastic Sausages,Grocery,520.99,23
PROD03035,Fresh Plastic Cheese,Electronics,85.69,60
PROD03036,Intelligent Aluminum Chips,Furniture,908.80,92
PROD03037,Ergonomic Plastic Sausages,Grocery,88.99,17
PROD03038,Tasty Ceramic Tuna,Furniture,168.05,304
PROD03039,Awesome Metal Hat,Clothing,228.49,393
PROD03040,Fantastic Bamboo Table,Grocery,812.45,498
PROD03041,Ergonomic Wooden Car,Electronics,812.11,316
PROD03042,Bespoke Wooden Chicken,Electronics,264.75,58
PROD03043,Generic Bronze Shoes,Clothing,95.88,234
PROD03044,Electronic Ceramic Pizza,Toys,834.99,245
PROD03045,Small Wooden Tuna,Electronics,716.19,141
PROD03046,Handcrafted Cotton Soap,Grocery,840.75,83
PROD03047,Generic Cotton Computer,Toys,593.98,149
PROD03048,Rustic Gold Bacon,Grocery,489.95,252
PROD03049,Licensed Plastic Salad,Furniture,771.39,127
PROD03050,Ergonomic Rubber Chips,Electronics,695.40,257
PROD03051,Refined Rubber Chips,Toys,106.89,151
PROD03052,Rustic Marble Bike,Electronics,568.66,250
PROD03053,Unbranded Rubber Sausages,Toys,923.39,199
PROD03054,Oriental Ceramic Mouse,Furniture,505.70,198
PROD03055,Frozen Silk Gloves,Electronics,19.39,384
PROD03056,Ergonomic Bamboo Chicken,Toys,843.69,374
PROD03057,Practical Gold Ball,Furniture,306.95,221
PROD03058,Refined Plastic Gloves,Electronics,681.65,66
PROD03059,Ergonomic Ceramic Computer,Clothing,589.16,85
PROD03060,Intelligent Plastic Chicken,Toys,166.06,309
PROD03061,Soft Bamboo Cheese,Electronics,308.79,206
PROD03062,Rustic Silk Sausages,Furniture,732.99,197
PROD03063,Handcrafted Concrete Soap,Grocery,844.99,350
PROD03064,Bespoke Plastic Ball,Electronics,318.69,351
PROD03065,Elegant Metal Ball,Grocery,461.84,355
PROD03066,Soft Aluminum Bike,Electronics,990.99,476
PROD03067,Handmade Rubber Shoes,Grocery,69.79,128
PROD03068,Ergonomic Concrete Keyboard,Grocery,112.19,313
PROD03069,Electronic Concrete Cheese,Clothing,346.59,26
PROD03070,Sleek Wooden Chicken,Clothing,116.65,253
PROD03071,Fresh Bamboo Mouse,Clothing,852.65,107
PROD03072,Electronic Steel Salad,Clothing,682.65,61
PROD03073,Luxurious Ceramic Sausages,Toys,497.00,411
PROD03074,Modern Aluminum Towels,Toys,157.55,93
PROD03075,Handcrafted Steel Towels,Toys,482.39,49
PROD03076,Handmade Wooden Ball,Toys,172.16,139
PROD03077,Rustic Granite Chips,Toys,946.75,483
PROD03078,Rustic Plastic Pizza,Electronics,273.49,191
PROD03079,Bespoke Aluminum Chair,Furniture,439.49,208
PROD03080,Refined Aluminum Ball,Clothing,934.09,369
PROD03081,Gorgeous Wooden Sausages,Clothing,511.19,125
PROD03082,Intelligent Ceramic Chips,Clothing,823.10,205
PROD03083,Sleek Marble Table,Furniture,727.10,493
PROD03084,Soft Metal Chicken,Electronics,344.89,214
PROD03085,Tasty Concrete Pizza,Grocery,724.85,430
PROD03086,Handmade Wooden Shirt,Furniture,564.45,381
PROD03087,Frozen Plastic Sausages,Furniture,247.90,66
PROD03088,Intelligent Aluminum Shirt,Electronics,406.35,470
PROD03089,Handcrafted Aluminum Hat,Electronics,790.59,469
PROD03090,Generic Bamboo Cheese,Electronics,577.57,345
PROD03091,Licensed Concrete Chips,Toys,850.49,175
PROD03092,Frozen Wooden Car,Furniture,113.59,407
PROD03093,Licensed Silk Mouse,Furniture,591.35,371
PROD03094,Sleek Granite Ball,Grocery,329.25,371
PROD03095,Oriental Cotton Hat,Furniture,810.99,133
PROD03096,Fantastic Concrete Soap,Grocery,92.89,50
PROD03097,Handmade Steel Soap,Electronics,984.75,94
PROD03098,Electronic Concrete Keyboard,Toys,449.95,380
PROD03099,Fresh Gold Towels,Electronics,434.35,431
PROD03100,Ergonomic Plastic Shirt,Electronics,414.09,444
PROD03101,Unbranded Rubber Mouse,Electronics,395.19,193
PROD03102,Handmade Cotton Pizza,Furniture,21.89,234
PROD03103,Incredible Steel Hat,Furniture,99.19,131
PROD03104,Licensed Concrete Pants,Electronics,64.89,314
PROD03105,Elegant Concrete Bacon,Grocery,158.55,0
PROD03106,Small Bamboo Bike,Electronics,841.23,457
PROD03107,Modern Silk Gloves,Toys,795.19,326
PROD03108,Rustic Aluminum Salad,Grocery,383.25,359
PROD03109,Intelligent Bamboo Pants,Clothing,927.60,335
PROD03110,Handmade Bronze Bacon,Furniture,550.55,335
PROD03111,Oriental Metal Cheese,Toys,300.99,125
PROD03112,Small Cotton Gloves,Clothing,573.85,496
PROD03113,Incredible Steel Chair,Furniture,690.99,256
PROD03114,Incredible Aluminum Table,Clothing,372.58,331
PROD03115,Incredible Metal Chicken,Electronics,127.20,224
PROD03116,Practical Granite Soap,Electronics,603.80,162
PROD03117,Incredible Rubber Cheese,Grocery,358.30,358
PROD03118,Elegant Bronze Chicken,Toys,707.23,223
PROD03119,Small Silk Chicken,Furniture,901.19,255
PROD03120,Soft Bronze Mouse,Grocery,248.45,476
PROD03121,Frozen Steel Chips,Clothing,346.39,169
PROD03122,Fresh Aluminum Pizza,Electronics,276.40,114
PROD03123,Elegant Concrete Bacon,Electronics,923.99,92
PROD03124,Recycled Marble Soap,Furniture,181.45,304
PROD03125,Handmade Aluminum Soap,Electronics,228.35,466
PROD03126,Modern Aluminum Ball,Grocery,147.99,232
PROD03127,Recycled Wooden Car,Clothing,731.79,483
PROD03128,Awesome Ceramic Chair,Electronics,331.10,321
PROD03129,Elegant Bamboo Tuna,Furniture,505.05,384
PROD03130,Ergonomic Granite Chips,Furniture,746.49,367
PROD03131,Awesome Ceramic Pizza,Furniture,69.50,203
PROD03132,Gorgeous Cotton Keyboard,Electronics,573.59,291
PROD03133,Elegant Bamboo Table,Grocery,548.25,22
PROD03134,Licensed Aluminum Towels,Furniture,624.49,55
PROD03135,Unbranded Bamboo Pizza,Grocery,454.30,420
PROD03136,Awesome Granite Towels,Electronics,873.69,86
PROD03137,Generic Ceramic Tuna,Toys,517.95,21
PROD03138,Soft Bamboo Chicken,Toys,373.29,461
PROD03139,Recycled Rubber Chair,Furniture,246.19,98
PROD03140,Oriental Steel Keyboard,Furniture,756.75,483
PROD03141,Incredible Aluminum Mouse,Toys,768.39,258
PROD03142,Tasty Bamboo Shirt,Clothing,913.35,183
PROD03143,Electronic Gold Mouse,Electronics,490.69,320
PROD03144,Intelligent Steel Chair,Grocery,291.84,66
